date,source_image,months,samvatsara,shakaYear,rashi,sunrise,sunset,quote,event_01,event_02,event_03,event_04,event_05,event_06,event_07,event_08,event_09,event_10,event_11,event_12,event_13,tithi_name,tithi_end_time,nakshatra_name,nakshatra_end_time,yoga_name,yoga_end_time,karana_name,karana_end_time,ayana,ritu,solarYear,paksha,solarRashi,chandraEntryRashi,rahuKala_prefix,rahuKala_from,rahuKala_to,rahuKala_prefix_2,rahuKala_from_2,rahuKala_to_2,gulikaKala_prefix,gulikaKala_from,gulikaKala_to,gulikaKala_prefix_2,gulikaKala_from_2,gulikaKala_to_2,yamaganda_prefix,yamaganda_from,yamaganda_to,yamaganda_prefix_2,yamaganda_from_2,yamaganda_to_2,arthaPrahara_prefix,arthaPrahara_from,arthaPrahara_to,arthaPrahara_prefix_2,arthaPrahara_from_2,arthaPrahara_to_2,shubhaSamaya_prefix,shubhaSamaya_from,shubhaSamaya_to,shubhaSamaya_prefix_2,shubhaSamaya_from_2,shubhaSamaya_to_2,ಮೇಷ,ವೃಷಭ,ಮಿಥುನ,ಕರ್ಕಾಟಕ,ಸಿಂಹ,ಕನ್ಯಾ,ತುಲಾ,ವೃಶ್ಚಿಕ,ಧನಸ್ಸು,ಮಕರ,ಕುಂಭ,ಮೀನ
01-11-2026,data\2026\11\01-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:13,17:53,ಒಮ್ಮೆ ಹೋದ ಸಮಯ ಮತ್ತೆ ಬಾರದು,ಕರ್ನಾಟಕ ರಾಜ್ಯೋತ್ಸವ,ಭಾನು ಸಪ್ತಮಿ.,ಕಲಾಷ್ಟಮಿ,ಕರಾಷ್ಟಮಿ,,,,,,,,,,ಸಪ್ತಮಿ,14.52,ಪುಷ್ಯ,28.31,ಸಾಧ್ಯ,14.39,ಬಾಲವ,25.58,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,16,ಕೃಷ್ಣ,ತುಲಾ,ಕರ್ಕ,ಸ.,04:30,06:00,,,,ಮ.,8:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,1013,12:00,,,,ಜ.,03:24,04:54,ರಾ.,10:25,11:56,ಒಳ್ಳೆಯ ಕೆಲಸ,ಉತ್ಸಾಹ,ವಿಶ್ರಾಂತಿ,ಸಾಧನೆ,ಸ್ನೇಹ,ಸಂತೋಷ,ಬುದ್ದಿವಂತಿಕೆ,ಯಶಸ್ಸು,ಗೊಂದಲ,ಕುತೂಹಲ,ಯಶಸ್ಸು,ಶ್ರೇಷ್ಠತ
01-12-2026,data\2026\12\01-12-2026.jpg,ಕಾರ್ತಿಕ/ಮಾರ್ಗಶಿರ,ಪರಾಭವ,1948,ವೃಶ್ಚಿಕ/ಧನು,06:26,17:51,"ಖ ಅಂತಿಮವಲ್ಲ, ಪ್ರಯತ್ನ ನಿರಂತರವಾ",ವಿಶ್ವ ಏಡ್ಸ್‌ ನಿರ್ಮೂಲನ ದಿನ,ಶ್ರೀ ಕಾಲಭೈರವ ಜಯಂತಿ,ಭೈರಾಪೂರ ತಾ. ಹುಕ್ಕೇರಿ ಮತ್ತು ಮಾಂಗೂರ ತಾ. ಚಿಕ್ಕೋಡಿ,ರೇವಣ ಸಿದ್ದೇಶ್ವರ ಕಾರ್ತಿಕೋತ್ಸವ ಗುಳೇದಗುಡ್ಡ,ಬಸವಾಪಟ್ಟಣ ಶ್ರೀ ಸಂಗಪ್ಪಯ್ಯ ಸ್ವಾಮಿ ಪುಣ್ಯ ತಿಥಿ.,,,,,,,,,ಅಷ್ಟಮಿ,23.14,ಮಘಾ,09.01,ವೈಧೃತಿ,12.15,ಬಾಲವ,11.39,ದಕ್ಷಿಣಾಯ,ಸೌರ ಹೇಮಂತ,16,ಕೃಷ್ಣ,ವಶಿಕ,ಸಿಂಹ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:40,08:14,,,,ಅನುಕೂಲ,ಭಕ್ತಿ,ಯಶಸ್ಸು,ಸಂತೋಷ,ಭಯ,ಪ ಮೆಚ್ಚುಗೆ,ಗೊಂದಲ,ವಿಭಾಗ,ಶಾಂತಿ,* ಬುದಿವಂತಿಕೆ,ಪ್ರೀತಿ,ತೊರದರೆ
02-01-2026,data\2026\01\02-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:42,18:05,ರಿನ್ನಮೇಲೆ ನಿನಗೆ ನಂಬಿಕೆ ಇದ್ದರೆ ಎಲ್ಲವೂ ಸಾ।,ವ್ರತ ಹುಣ್ಣಿಮೆ ಪ್ರಾರಂಭ ಸಾ. 6:54,ಅಂಧಕಾಸುರ ವಧೆ,ಭೀಮದಾಸ ಮಹಾಜಯಂತಿ,ಬ. ಬಾಗೇವಾಡಿ ಕೋಳ್ಗುರು,ಮಂಡಲ ಪೂಜೆ,ಬನಶಂಕರಿ ಶಾಕೋತ್ಸವ,ಮುಗೂರು,ಬಂಡಿ ಉತ್ಸವ.,,,,,,ಚರ್ತುರ್ದಶಿ,18.54,ಮೃಗಶಿರಾ,20.04,ಶುಕ್ಕ,13.07,ಗಾ,08.38,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,18,ಶುಕ್ಲ,"ದನಸು,",09:26,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:16,01:41,,,,ಅನುಕೂಲ,ಖರ್ಚು,ಲಾಭ,ಶ್ರೇಷ್ಠತೆ,ಬುದ್ದಿವಂತಿಕೆ,ಪ್ರಗತಿ,ಶಾಂತಿ,ಸೌಮ್ಯತೆ,ಪ್ರೀತಿ,ಸಂತೋಷ,ಯಶಸ್ಸು,ಆನಂದ
02-02-2026,data\2026\02\02-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:45,18:20,"ದುಕಿಗೆ ಭಯ ಮುಖ್ಯವಲ್ಲ, ಬರವಸೆ ಮು.",ಗುರು ಪ್ರತಿಪದಾ,ಗಾಣಗಾಪುರ ಜಾತ್ರೆ,ಗುರು ಶೈಲ್ಯ ಜಾತ್ರೆ,ಗಮನ ಯಲ್ಲಮ್ಮಾ ಬುದಿಹಾಳ ಶ್ರೀ ಗ್ರಾಮದೇವತೆ,ದ್ಯಾಮವ್ವನ ಜಾತ್ರೆ,ಸಂತ ನಿವೃತ್ತಿನಾಯ ಜಯಂತಿ.,,,,,,,,ಪ್ರತಿಪದಾ,25.53,ಅಶ್ವೇಷಾ,22.48,ಆಯುಷ್ಮಾನ್,07.21,ಬಾಲವ,14.42,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,20,ಶುಕ್ಲ,ಮಕರ,ಕರ್ಕ,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಸ.,09:16,10:47,,,,ಸಮಸ್ಸೆ,ಪ್ರೋತ್ಸಾಹ,ವಿನಯ,ನಿರಾಶೆ,ಲಾಭ,ಖರ್ಚು,ಸಂತೋಷ,ಆತಂಕ,ಯಶಸ್ಸು,ಪಯತ,ಅನುಕೂಲ,ಭಯ
02-03-2026,data\2026\03\02-03-2026.jpg,ವಿಶ್ವಾವಸು ಪರಾಭವ,ವಿಶ್ವಾವಸು ಪರಾಭವ,1947,ಕುಂಭ/ಮೀನ,06:35,18:28,ಪ್ರತಿ ಸೋಲು ಗೆಲುವಿನ ಕಡೆಗೆ ಒಂದು ಹೆ,ಹುತಾಶನಿ ಹುಣ್ಣಿಮೆ ಪ್ರಾರಂಭ,ಹೋಲಿಕಾ ದಹನ,ಸೊಗಲ ಸೋಪೀೇಶ್ವರ ರಥ,ಹಿರೇಉಳ್ಳಿಗೇರಿ ತಾ.,ಸೌದತ್ತಿ ಅದ್ರಶ್ಯಾನಂದಾಶ್ರಮ ಜ್ಞಾನ ಸಪ್ತಾಹ ಸಮಾಪ್ತಿ,ತೀರ್ಥಹಳ್ಳಿ ತಾ. ನೊಣಬೂರು ಲಕ್ಷ್ಮೀ ವೆಂಕಟರಮಣ,,,,,,,,ಚತುರ್ದಶಿ,17.56,ಆಶ್ಲೇಷಾ,07.52,ಅತಿಗಂಡ,12.19,ಏಿಷ್ಟಿ,29.29,ಉತ್ತರಾಯಣ,ರ್ದಶಿ 1756,18,ಕೃಷ್ಣ,ಕುಂಭ,07.52,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:18,07:51,,,,* ಗೊಂದಲ,ಮೆಚ್ಚುಗೆ,ಸರ್ಧೆ,ಒಳ್ಳೆಯ ಕೆಲಸ,ದುರಾಸೆ,ಗೌರವ,ಅನುಕೂಲ,ಆನಂದ,ದಯೆ,ದುಃಖ,ಖರ್ಚು,ತಾಳ್ಮೆ
02-04-2026,data\2026\04\02-04-2026.jpg,ಚೈತ್ರ|ವೈಶಾಖ,ಪರಾಭವ,1948,ಮೀನ/ಮೇಷ,06:15,18:31,'ಯವನ್ನುಗೆದ್ದವನು ಜಗತ್ತನ್ನೇ ಗೆಲ್ಲುತ್ತಾನೆ,ದವನದ ಹುಣ್ಣಿಮೆ,ಶ್ರೀ ಹನುಮಾನ ಜನ್ಮೋತ್ಸವ,ಹುಣ್ಣಿಮೆ ಸಮಾಪ್ತಿ ಬೆ. ಅಕ್ಕ -ಮಹಾದೇವಿ,ಜಯಂತಿ,ಜ್ಯೋತಿರ್ಲೆಂಗ ಯಾತ್ರೆ ಧಾರವಾಡ.,,,,,,,,,ಹುಣ್ಣಿಮೆ,07.42,ಹಸ್ತ,17.39,ಥುವ,14.20,ಬಾಲವ,20.09,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,19,ಶುಕ್ಲ,ಮೀನ,ಕನ್ನಾ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,03:00,04:3,,,,ಬೆ.,11:18,12:59,,,,ಪ್ರತಿರೋಧ,ಅನಾರೋಗ್ಯ,ಸಮಸ್ಥೆ,ಸಾಲ,ಶುಭ,ವಿಳಂಬ,ಸಂತೋಷ,ಪ್ರಗತಿ,ಸ್ನೇಹ,ಭಯ,ಆತಂಕ,ಸ್ಪರ್ಧೆ
02-05-2026,data\2026\05\02-05-2026.jpg,ವೈಶಾಖ|ಅಧಿಕ ಜ್ಯೇಷ್ಠ,ಪರಾಭವ,1948,ಮೇಷ/ವೃಷಭ,05:58,18:34,ಕಲಿಯುವುದನ್ನುನಿಲ್ಲಿಸಿದಾಗ ಬೆಳೆಯುವುದನ್ನು ನಿಲ್ಲಿಸ,ನಾರದ ಜಯಂತಿ,ಗಂಗಾವತಿ ತಾ. ಕನಕಗಿರಿ,ದುರ್ಗಮ್ಮದೇವಿ ಜಾತ್ರೆ. ಬಳ್ಳಾರಿ ತಾ. ಕೊಳಗಲ್ಲು ಜಡೆಪ್ಪ,ತಾತನವರ ಪು.ತಿ. ದೊಡ್ಡಬಳ್ಳಾಪುರ ವೇಣುಗೋಪಾಲ,ರಥ,ಮಾಗಡಿ ತಾ. ಸಾನಜದುರ್ಗ ಲಕ್ಷ್ಮೀನರಸಿಂಹ ರಥ.,,,,,,,,ಪ್ರತಿಪದಾ,24.50,ವಿಶಾಕ,FULL DAY,ವ್ಯತೀಪಾತ,21.45,ಬಾಲವ 11,03.56,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,19,ಕೃಷ್ಣ,ಮೇಷ,ತುಲಾ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,05:00,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:25,11:11,,,,ವಿಳಂಬ,ಲಾಭ,ಆಲೋಚನೆ,ಪರಿಶ್ರಮ,ಸಹಾಯ,ದುರಾಸೆ,ವಿಭಾಗ,ಬುದ್ದಿವಂತಿಕೆ,ಸಂತೋಷ,ನಿರಾಶೆ,ಸಾಧನೆ,ಸ್ನೇಹ
02-06-2026,data\2026\06\02-06-2026.jpg,ಅ.ಜ್ಯೇಷ್ಠ/ನಿ.ಜ್ಯೇಷ್ಠ,ಪರಾಭವ ನಾಮ,1948,ವೃಷಭ/ಮಿಥುನ,05:52,18:43,ರಂತರ ಪ್ರಯತ್ನದಿಂದ ಅಸಾಧ್ಯವೂ ಸಾ,3. 1(|ಯ।!,,,,,,,,,,,,,ದ್ವಿತೀಯಾ,19.02,ಮೂಲಾ,22.06,ಸಾಧ್ಯ,07.16,ವಣಿಜ,FULL DAY,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,19,ಕೃಷ್ಣ,ವಷಭ,ಧನು,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,09:00,,,,ಮ.,02:55,04:45,,,,ಸೌಮೃತೆ,ಯಶಸ್ಸು,ಅಬಿವದಿ,ಲಾಭ”,ಅಭಿವೃದ್ಧಿ,ಪ್ರಯತ್ನ,ಯೋಗ,ದಯೆ,ಪ್ರೀತಿ,ಅನುಕೂಲ,ಸ್ನೇಹ,ಭಕ್ತಿ
02-07-2026,data\2026\07\02-07-2026.jpg,ನಿಜ ಜ್ಯೇಷ್ಠ/ಆಷಾಢ,ಪರಾಭವ,1948,ಮಿಥುನ/ಕರ್ಕ,05:57,18:50,"ಕಸಸು ಕಾಣು, ಸನಸು ಮಾಡು",ಮಾಂಜರಿ ತಾ. ಚಿಕ್ಕೋಡಿ ಬಾಬಾಜಿ ಮಹಾ.,ಪುಣ್ಯತಿಥಿ,ಕೀರಿಗೇರೆ ಮಠ ಹರಿಹರ ಮಹಾಕವಿ,ಜಯಂತಿ,ಮಾರಹಳ್ಳಿ ನೃಸಿಂಹ ರಥ.,,,,,,,,,ದ್ವಿತೀಯಾ,09.38,ಉ.ಷಾ,09.28,ವೈಧೃತಿ,16.39,ವಣಿಜ,22.32,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,18,ಕೃಷ್ಣ,ಮಿಹುನ,ಮಕರ,ಮ.,01:30,03:00,,,,ಬೆ.,9:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,03:00,04:3,,,,ಬೆ.,02:21,04:08,,,,ಒಳ್ಳೆಯ ಕೆಲಸ,ಯಶಸ್ಸು,ಸೌಮೃತೆ,ಸ್ಪರ್ಧೆ,ಲಾಭ,ಅಸೂಯೆ,ಸಮಸ್ಯೆ,ಪ್ರಯತ್ನ,ಭಕ್ತಿ,ವಿನಯ,ಬುದ್ಧಿವಂತಿಕೆ,ಸಂಶತ್ತು
02-08-2026,data\2026\08\02-08-2026.jpg,ಆಷಾಢ|ಶ್ರಾವಣ,ಪರಾಭವ,1948,ಕರ್ಕ/ಸಿಂಹ,06:05,18:46,ಶ್ರಮವೇ ಯಶಸ್ಸಿನ ಮೂಲ,ಸಂಕಷ್ಟ ಚತುರ್ಥಿ (ಚಂ. 9.28),ಗೋಳಸಾರ ಜಿ.,ವಿಜಯಪೂರ ಶ್ರೀ ಪುಂಡಲಿಂಗೇಶ್ವರ ಪು.ತಿ.,ಪ್ರಾಣದೇವರ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ ನೆಲೋಗಿ ಜಿ. ಕಲಬುರ್ಗಿ,,,,,,,,,,ಚತುರ್ಥಿ,23.16,ಪೂ.ಭಾ,21.37,ಅತಿಗಂಡ,22.30,ಬವ,11.15,ದಕ್ಷಿಣಾಯನ,ರ್ಥಿ 2.16,18,ಕೃಷ್ಣ,ಕರ್ಕ,ಕುಂಭ,ಸ.,04:30,06:00,,,,ಮ.,5:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,1016,12:00,,,,ಮ.,01:19,02:59,,,,ಚಿಂತೆ,ಪ್ರಾಮಾಣಿಕತೆ,ಆಸಕ್ಕಿ,ಉಡುಗೊರೆ,ಮೆಚ್ಚುಗೆ,ಅಭಿವೃದ್ಧಿ,ಪ್ರಯಾಣ,ವಿಶ್ರಾಂತಿ,ಭಕ್ತಿ,ಕುತೂಹಲ,ಗಮನ,ಅನುಕೂಲ
02-09-2026,data\2026\09\02-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:30,"ದುಕು ನಿನ್ನಕೈಯಲ್ಲಿದೆ, ಭಯದಲ್ಲಿ",ಮೈಸೂರು ಪ್ರಸನ್ನ ಸಕು ರಥ,ಬುಧ ಪೂಜೆ,ಶೀರೋಳ ತಾ. ಮುಧೋಳ ಶ್ರೀ ಶೀವಾಪ್ಪಾ ತಾತನವರ,ಪುಣ್ಯತಿಥಿ,ಜ್ಞಾನನೇಶ್ವರಿ ಪಾರಾಯಣ ಆ. ಮಲ್ಹಾಪುರ,ತಾ.'ಗೋಕಾಕ,ಶ್ರಾವಾ ಸಾಧನ ಸಪ್ತಾಹ ಇಂಚಗೇರಿ.,,,,,,,ಸ್ರ?,06.13,ಭರಣಿ,25.43,ಧ್ರುವ,21.12,ಗರಜ,17.22,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,17,ಕೃಷ್ಣ,ಸಿಂಹ,ಮೇಷ,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಸ.,09:06,10:38,,,,ಮೆಚ್ಚುಗೆ,ಕುತೂಹಲ,ಉತ್ಪಾಹ,ಶುಭಸಮಾಚಾರ,ಗೊಂದಲ,ಪ ಆಸಕ್ತಿ,ಪ್ರಯತ್ನ,ಪ್ರತಿರೋಧ,ಗೌರವ,ಸಾಧನೆ,ತಾಳ್ಮೆ,ಯಶಸ್ಸು
02-10-2026,data\2026\10\02-10-2026.jpg,ಭಾದ್ರಪದ/ಅಶ್ವೀನ,ಪರಾಭವ,1948,ಕನ್ಯಾ/ ತುಲಾ,06:09,18:09,"ಓಯ ಕಳೆಯಬೇಡ, ಸಮಯವೇ ನಿನ್ನನ್ನು ರೂಪಿಸ.",ಮಹಾತ್ಮಾ ಗಾಂಧಿ ಜಯಂತಿ,ಲಾಲ ಬಹುದೂರ್‌ ಶಾಸ್ತ್ರೀ,ಜಯಂತಿ,ಶೃಂಗೇರಿ ಜಗದ್ಗುರು ಅಭಿನವ ವಿಧ್ಯಾತೀರ್ಥರ,ಆರಾಧನೆ,ಗದಗ ಸಚ್ಚಿದಾನಂದ ಮಠದ ಸಚ್ಚಿದಾನಂದ,ಸ್ವಾಮಿಗಳ ಪುಣ್ಯಾರಾಧನೆ.,,,,,,,ಷಷ್ಠಿ,10.16,ಮೃಗಶಿರಾ,26.55,ವ್ಯಕೀಪಾತ,18.18,ವಿಷ್ಟಿ,21.07,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,16,ಕೃಷ್ಣ,ಕನ್ನಾ,ವೃಷಭ,ಬೆ.,10:30,12:00,,,,ಬೆ.,0730,09:00,,,,ಮ.,03:00,04:3,,,,ಮ.,01:30,03:0,,,,ಜ.,01:28,02:57,ಸ.,06:40,08:10,ಲಾಭ,ಭಯ,ಪ್ರತಿರೋಧ,ಸಾಲ,ಭಯ,ಅನುಕೂಲ,ಲಾಭ,ಅಲೆದಾಟ,ಸಂತೋಷ,ಯಶಸ,ಆತಂಕ,ವಿಳಂಬ
02-11-2026,data\2026\11\02-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:13,17:52,ವಸರದಲ್ಲಿ ಮಾಡಿದ ಕೆಲಸ ಅಳುವಿಗೆ ಕಾರ!,ಗಂಗಾಪೂಜೆ,ಬಳ್ಳಬಳ್ಳಾರಿ ತಾತನ ಪುಣ್ಯತಿಥಿ,ಕಂದಗಲ್‌ ವೀರೈಸ್ವಾಮಿ ಪುಣ್ಯತಿಥಿ,ಬಸವಾಣಪಟ್ಟಣ ಶ್ರೀ ಹಾಲಪ್ಪಯ್ಯ ಸ್ವಾಮಿ,ಪುಣ್ಯತಿಥಿ. ಗೋಕರ್ಣ ಗಂಗಾ ಜನ್ಮೋತ್ಸವ,,,,,,,,,ಅಷ್ಟಮಿ,13.11,ಆಶ್ವೇಷಾ,27.47,ಶುಭ,12.07,ತೈತಿಲ,24.30,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,17,ಕೃಷ್ಣ,ತುಲಾ,ಕರ್ಕ,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,UNKNOWN,,,,,,ಸ್ಪರ್ಧೆ,ತಾಳ್ಮೆ,ಒಳ್ಳೆಯದು,ಲಾಭ,ಕರುಣೆ,ಆಲೋಚನೆ,ಮರೆವು,ಸಾಧನೆ,ಸ್ನೇಹ,ಯಶಸ್ಸು,ಅನಾರೋಗ್ಯ,ಕೀರ್ತಿ
02-12-2026,data\2026\12\02-12-2026.jpg,ಕಾರ್ತಿಕ/ಮಾರ್ಗಶಿರ,ಪರಾಭವ,1948,ವೃಶ್ಚಿಕ/ಧನು,06:26,17:51,ಶಿಲ್ಲಎಂಬುದು ಕೇವಲ ಒಂದು ಮಾತು,ರಾಜೀವಭಾಯಿ ದೀಕ್ಷಿತ ಪುಣ್ಯತಿಥಿ,ಹುಬ್ಬಳ್ಳಿ ರುದ್ರಾಕ್ಷಿ,ಮಠದಲ್ಲಿ ನಿಜಗುಣ ಶಿವಯೋಗಿಗಳ ಜಯಂತಿ,ರಾಷ್ಟ್ರೀಯ ಪ್ರದೋಷಣ ನಿಯಂತ್ರಣ ದಿನ.,,,,,,,,,,ನವಮಿ,22.53,ಪೂರ್ವಾ,08.55,ವಿಷ್ಕಂಭ,10.32,ತೈತಿಲ,10.59,ದಕ್ಷಿಣಾಯ,ಸೌರ ಹೇಮಂತ,17,ಕೃಷ್ಣ,ವಶಿಕ,ಸಿಂಹ,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಬೆ.,02:32,04:08,,,,ಯಶಸ್ಸು,ಭಯ,ಪ್ರಯತ್ನ,ದಯೆ,ವಿಶ್ರಾಂತಿ,ಯಶಸ್ಸು,ಅನುಕೂಲ,ಆಲೋಚನೆ,ಖರ್ಚು,ಶಾಂತಿ,ಸಾಲ,ಸಾಧನೆ
03-01-2026,data\2026\01\03-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:42,18:05,ತ್ತಿನಲ್ಲಿ ಯಾವುದು ಶಾಶ್ವತವಲ್ಲ. ಅರಿತು ನಡೆ ಇದೆ,ಬನದ ಹುಣ್ಣಿಮೆ,ಶಾಕಂಭರಿ ನವರಾತ್ರಿ,ಅರುಣ ದರ್ಶನ,ಬಾದಾಮಿ ಬನಶಂಕರಿ ಜಾತ್ರೆ,ಸೌದತ್ತಿ ಎಲ್ಲಮ್ಮ ಜಾತ್ರೆ,ಗದಗ ತಾ. ನಾಗಾವಿ ಯಲ್ಲಮ್ಮ ಜಾತ್ರೆ,ಕೂಡ್ಲಿದುರ್ಗಾದೇವಿ,ಜಾತ್ರೆ,ಶಿವಬಸವ ಶಿವಯೋಗಿಗಳ ಪುಣ್ಯತಿಥಿ.,,,,,ಹುಣ್ಣಿಮೆ,15.33,ಆರ್ದ್ರಾ,17.28,ಬಿಷ್ಕಭ,09.05,ಬಾಲವ,5.59,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,19,ಶುಕ್ಲ,"ದನಸು,",ಮಿಥುನ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,0130,00,,,,ಮ.,12:00,01:30,,,,ಬೆ.,08:33,09:58,,,,ಚಿಂತೆ,ಪ್ರತಿರೋಧ,ಸಾಲ,ದುಃಖ,ಕೀರ್ತಿ,ಪ್ರೋತ್ಸಾಹ,ಸಹಾಯ,ಮರೆವು,ಪ್ರೀತಿ,ಗೌರವ,ಅಭಿವೃದ್ದಿ,ಸ್ಪರ್ಧೆ
03-02-2026,data\2026\02\03-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:45,18:21,) ಕಲಿಸುವ ಪಾಠವನ್ನು ನಗು ಎಂದಿಗೂ ಕಲಿಸ,ಬಾಗಲಕೋಟ ರಾಮಾರೂಢ ಸಪ್ತಾಹ,ರಾಣೇಬೇನ್ನೂರ,ರುದ್ರಸ್ವಾಮಿ ಪು.ತಿ. ಮೋದಗಾ (ಮೋಹನಗಾ) ದಡ್ಡಿ ತಾ.,ಹುಕ್ಕೇರಿ ಭಾವೆಶ್ಯರಿದೇವಿ ಜಾತ್ರೆ,ಉಳವಿ ಚೆನ್ನ,ಬಸವೇಶ್ವರ ಜಾತ್ರ.,,,,,,,,ದ್ವಿತೀಯಾ,24.41,ಮಘಾ,22.11,ಶೋಭನ,26.35,ತೈತಿಲ,13.12,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,21,ಕೃಷ್ಣ,ಮಕರ,ಸಿಂಹ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,09:00,,,,ಸ.,07:50,09:24,,,,ವಿಳಂಬ,ಲಾಭ,” ಭಯ,ಪ್ರತಿರೋಧ,ಸಾಲ,ಮೆಚ್ಚುಗೆ,ಖರ್ಚು,ಲಾಭ,ಸಂತೋಷ,ಕೀರ್ತಿ,ಪ್ರೀತಿ,ಅನುಕೂಲ
